!Series_title	"Gene expression during the life cycle of Drosophila melanogaster"
!Series_geo_accession	"GSE4347"
!Series_status	"Public on Mar 07 2006"
!Series_submission_date	"Mar 06 2006"
!Series_last_update_date	"Dec 28 2012"
!Series_pubmed_id	"12351791"
!Series_summary	"Abstract: Molecular genetic studies of Drosophila melanogaster have led to profound advances in understanding the regulation of development. Here we report gene expression patterns for nearly one-third of all Drosophila genes during a complete time course of development. Mutations that eliminate eye or germline tissue were used to further analyze tissue-specific gene expression programs. These studies define major characteristics of the transcriptional programs that underlie the life cycle, compare development in males and females, and show that large-scale gene expression data collected from whole animals can be used to identify genes expressed in particular tissues and organs or genes involved in specific biological and biochemical processes."
!Series_summary	""
!Series_summary	"This SuperSeries is composed of the SubSeries listed below."
!Series_overall_design	"Refer to individual Series"
!Series_type	"Expression profiling by array"
!Series_sample_id	"GSM73861 GSM73862 GSM73863 GSM73864 GSM73865 GSM73866 GSM73867 GSM73868 GSM73869 GSM73870 GSM73871 GSM73872 GSM73873 GSM73874 GSM73875 GSM73876 GSM73877 GSM73878 GSM73879 GSM73880 GSM73881 GSM73882 GSM73883 GSM73884 GSM73885 GSM73886 GSM73887 GSM73888 GSM73889 GSM73890 GSM73891 GSM73892 GSM73893 GSM73894 GSM73895 GSM73896 GSM73897 GSM73898 GSM73899 GSM73900 GSM73901 GSM73902 GSM73903 GSM73904 GSM73905 GSM73906 GSM73907 GSM73908 GSM73909 GSM73910 GSM73911 GSM73912 GSM73913 GSM73914 GSM73915 GSM73916 GSM73917 GSM73918 GSM73919 GSM73920 GSM73921 GSM73922 GSM73923 GSM73924 GSM73925 GSM73926 GSM73927 GSM73928 GSM73929 GSM73930 GSM73931 GSM73932 GSM73933 GSM73934 GSM73935 GSM73936 GSM73937 GSM73938 GSM73939 GSM73940 GSM73941 GSM73942 GSM73943 GSM73944 GSM73945 GSM73946 GSM73947 GSM73948 GSM73949 GSM73950 GSM73951 GSM73952 GSM73953 GSM73954 GSM73955 GSM73956 GSM73957 GSM73958 GSM73959 GSM73960 GSM73961 GSM73962 GSM73963 GSM73964 GSM73965 GSM73966 GSM73967 GSM73968 GSM73969 GSM73970 GSM73971 GSM73972 GSM73973 GSM73974 GSM73975 GSM73976 GSM73977 GSM73978 GSM73979 GSM73980 GSM73981 GSM73982 GSM73983 GSM73984 GSM73985 GSM73986 GSM73987 GSM73988 GSM73989 GSM73990 GSM73991 GSM73992 GSM73993 GSM73994 GSM73995 GSM73996 GSM73997 GSM73998 GSM73999 GSM74000 GSM74001 GSM74002 GSM74003 GSM74004 GSM74005 GSM74006 GSM74007 GSM74008 GSM74009 GSM74010 GSM74011 GSM74012 GSM74013 GSM74014 GSM74015 GSM74016 GSM74017 GSM74018 GSM74019 GSM74020 GSM74021 GSM74022 GSM74023 GSM74024 GSM74025 GSM74026 GSM74027 GSM74028 GSM74029 GSM74030 "
!Series_contact_name	",,Stanford Microarray Database"
!Series_contact_email	"array@genome.stanford.edu"
!Series_contact_phone	"650-498-6012"
!Series_contact_department	"Stanford University, School of Medicine"
!Series_contact_institute	"Stanford Microarray Database (SMD)"
!Series_contact_address	"300 Pasteur Drive"
!Series_contact_city	"Stanford"
!Series_contact_state	"CA"
!Series_contact_zip/postal_code	"94305"
!Series_contact_country	"USA"
!Series_contact_web_link	"http://genome-www5.stanford.edu/"
!Series_platform_id	"GPL2837"
!Series_platform_id	"GPL2838"
!Series_platform_id	"GPL2839"
!Series_platform_id	"GPL2840"
!Series_platform_taxid	"7227"
!Series_sample_taxid	"7227"
!Series_relation	"SuperSeries of: GSE3286"
!Series_relation	"SuperSeries of: GSE3287"
!Series_relation	"SuperSeries of: GSE3288"
!Series_relation	"BioProject: http://www.ncbi.nlm.nih.gov/bioproject/PRJNA94843"

!Sample_title	"Unfertilized eggs C"	"Unfertilized eggs D"	"Unfertilized eggs B"	"Unfertilized eggs A"	"Eya Male Adult 0-24hr Sample A"	"Eya Male Adult 0-24hr Sample B"	"Eya Female  Adult 0-24hr"	"Eya Female  Adult 0-24hr Sample A"
!Sample_geo_accession	"GSM74023"	"GSM74024"	"GSM74025"	"GSM74026"	"GSM74027"	"GSM74028"	"GSM74029"	"GSM74030"
!Sample_status	"Public on Sep 10 2005"	"Public on Sep 10 2005"	"Public on Sep 10 2005"	"Public on Sep 10 2005"	"Public on Sep 10 2005"	"Public on Sep 10 2005"	"Public on Sep 10 2005"	"Public on Sep 10 2005"
!Sample_submission_date	"Sep 09 2005"	"Sep 09 2005"	"Sep 09 2005"	"Sep 09 2005"	"Sep 09 2005"	"Sep 09 2005"	"Sep 09 2005"	"Sep 09 2005"
!Sample_last_update_date	"Sep 22 2006"	"Sep 22 2006"	"Sep 22 2006"	"Sep 22 2006"	"Sep 22 2006"	"Sep 22 2006"	"Sep 22 2006"	"Sep 22 2006"
!Sample_type	"RNA"	"RNA"	"RNA"	"RNA"	"RNA"	"RNA"	"RNA"	"RNA"
!Sample_channel_count	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"
!Sample_source_name_ch1	"Wildtype Timecourse Reference"	"Wildtype Timecourse Reference"	"Wildtype Timecourse Reference"	"Wildtype Timecourse Reference"	"Wildtype Timecourse Reference"	"Wildtype Timecourse Reference"	"Wildtype Timecourse Reference"	"Wildtype Timecourse Reference"
!Sample_organism_ch1	"Drosophila melanogaster"	"Drosophila melanogaster"	"Drosophila melanogaster"	"Drosophila melanogaster"	"Drosophila melanogaster"	"Drosophila melanogaster"	"Drosophila melanogaster"	"Drosophila melanogaster"
!Sample_characteristics_ch1	"Wildtype Timecourse Reference"	"Wildtype Timecourse Reference"	"Wildtype Timecourse Reference"	"Wildtype Timecourse Reference"	"Wildtype Timecourse Reference"	"Wildtype Timecourse Reference"	"Wildtype Timecourse Reference"	"Wildtype Timecourse Reference"
!Sample_molecule_ch1	"polyA RNA"	"polyA RNA"	"polyA RNA"	"polyA RNA"	"polyA RNA"	"polyA RNA"	"polyA RNA"	"polyA RNA"
!Sample_label_ch1	"Cy3"	"Cy3"	"Cy3"	"Cy3"	"Cy3"	"Cy3"	"Cy3"	"Cy3"
!Sample_taxid_ch1	"7227"	"7227"	"7227"	"7227"	"7227"	"7227"	"7227"	"7227"
!Sample_source_name_ch2	"Unfertilized eggs sample C PolyA RNA"	"Unfertilized eggs sample D PolyA RNA"	"Unfertilized eggs sample B PolyA RNA"	"Unfertilized eggs sample A PolyA RNA"	"Eya Male Adult 0-24hr Sample A PolyA RNA"	"Eya Male Adult 0-24hr Sample B PolyA RNA"	"Eya Female  Adult 0-24hr Sample B PolyA RNA"	"Eya Female  Adult 0-24hr Sample A PolyA RNA"
!Sample_organism_ch2	"Drosophila melanogaster"	"Drosophila melanogaster"	"Drosophila melanogaster"	"Drosophila melanogaster"	"Drosophila melanogaster"	"Drosophila melanogaster"	"Drosophila melanogaster"	"Drosophila melanogaster"
!Sample_characteristics_ch2	"Unfertilized eggs sample C PolyA RNA"	"Unfertilized eggs sample D PolyA RNA"	"Unfertilized eggs sample B PolyA RNA"	"Unfertilized eggs sample A PolyA RNA"	"Eya Male Adult 0-24hr Sample A PolyA RNA"	"Eya Male Adult 0-24hr Sample B PolyA RNA"	"Eya Female  Adult 0-24hr Sample B PolyA RNA"	"Eya Female  Adult 0-24hr Sample A PolyA RNA"
!Sample_molecule_ch2	"polyA RNA"	"polyA RNA"	"polyA RNA"	"polyA RNA"	"polyA RNA"	"polyA RNA"	"polyA RNA"	"polyA RNA"
!Sample_label_ch2	"Cy5"	"Cy5"	"Cy5"	"Cy5"	"Cy5"	"Cy5"	"Cy5"	"Cy5"
!Sample_taxid_ch2	"7227"	"7227"	"7227"	"7227"	"7227"	"7227"	"7227"	"7227"
!Sample_description	"Simple annotation: Development, Time course"	"Simple annotation: Development, Time course"	"Simple annotation: Development, Time course"	"Simple annotation: Development, Time course"	"Simple annotation: Development, Time course"	"Simple annotation: Development, Time course"	"Simple annotation: Development, Time course"	"Simple annotation: Development, Time course"
!Sample_description	"Image: http://smd.stanford.edu/MicroArray/gifs/2002-11/34823.gif"	"Image: http://smd.stanford.edu/MicroArray/gifs/2002-11/34824.gif"	"Image: http://smd.stanford.edu/MicroArray/gifs/2002-11/34725.gif"	"Image: http://smd.stanford.edu/MicroArray/gifs/2002-11/34726.gif"	"Image: http://smd.stanford.edu/MicroArray/gifs/2002-11/34821.gif"	"Image: http://smd.stanford.edu/MicroArray/gifs/2002-11/34822.gif"	"Image: http://smd.stanford.edu/MicroArray/gifs/2002-11/34727.gif"	"Image: http://smd.stanford.edu/MicroArray/gifs/2002-11/34729.gif"
!Sample_data_processing	"VALUE is Log (base 2) of the ratio of the median of Channel 2 (usually 635 nm) to Channel 1 (usually 532 nm)"	"VALUE is Log (base 2) of the ratio of the median of Channel 2 (usually 635 nm) to Channel 1 (usually 532 nm)"	"VALUE is Log (base 2) of the ratio of the median of Channel 2 (usually 635 nm) to Channel 1 (usually 532 nm)"	"VALUE is Log (base 2) of the ratio of the median of Channel 2 (usually 635 nm) to Channel 1 (usually 532 nm)"	"VALUE is Log (base 2) of the ratio of the median of Channel 2 (usually 635 nm) to Channel 1 (usually 532 nm)"	"VALUE is Log (base 2) of the ratio of the median of Channel 2 (usually 635 nm) to Channel 1 (usually 532 nm)"	"VALUE is Log (base 2) of the ratio of the median of Channel 2 (usually 635 nm) to Channel 1 (usually 532 nm)"	"VALUE is Log (base 2) of the ratio of the median of Channel 2 (usually 635 nm) to Channel 1 (usually 532 nm)"
!Sample_platform_id	"GPL2839"	"GPL2839"	"GPL2839"	"GPL2839"	"GPL2839"	"GPL2839"	"GPL2839"	"GPL2839"
!Sample_contact_name	",,Stanford Microarray Database"	",,Stanford Microarray Database"	",,Stanford Microarray Database"	",,Stanford Microarray Database"	",,Stanford Microarray Database"	",,Stanford Microarray Database"	",,Stanford Microarray Database"	",,Stanford Microarray Database"
!Sample_contact_email	"array@genome.stanford.edu"	"array@genome.stanford.edu"	"array@genome.stanford.edu"	"array@genome.stanford.edu"	"array@genome.stanford.edu"	"array@genome.stanford.edu"	"array@genome.stanford.edu"	"array@genome.stanford.edu"
!Sample_contact_phone	"650-498-6012"	"650-498-6012"	"650-498-6012"	"650-498-6012"	"650-498-6012"	"650-498-6012"	"650-498-6012"	"650-498-6012"
!Sample_contact_department	"Stanford University, School of Medicine"	"Stanford University, School of Medicine"	"Stanford University, School of Medicine"	"Stanford University, School of Medicine"	"Stanford University, School of Medicine"	"Stanford University, School of Medicine"	"Stanford University, School of Medicine"	"Stanford University, School of Medicine"
!Sample_contact_institute	"Stanford Microarray Database (SMD)"	"Stanford Microarray Database (SMD)"	"Stanford Microarray Database (SMD)"	"Stanford Microarray Database (SMD)"	"Stanford Microarray Database (SMD)"	"Stanford Microarray Database (SMD)"	"Stanford Microarray Database (SMD)"	"Stanford Microarray Database (SMD)"
!Sample_contact_address	"300 Pasteur Drive"	"300 Pasteur Drive"	"300 Pasteur Drive"	"300 Pasteur Drive"	"300 Pasteur Drive"	"300 Pasteur Drive"	"300 Pasteur Drive"	"300 Pasteur Drive"
!Sample_contact_city	"Stanford"	"Stanford"	"Stanford"	"Stanford"	"Stanford"	"Stanford"	"Stanford"	"Stanford"
!Sample_contact_state	"CA"	"CA"	"CA"	"CA"	"CA"	"CA"	"CA"	"CA"
!Sample_contact_zip/postal_code	"94305"	"94305"	"94305"	"94305"	"94305"	"94305"	"94305"	"94305"
!Sample_contact_country	"USA"	"USA"	"USA"	"USA"	"USA"	"USA"	"USA"	"USA"
!Sample_contact_web_link	"http://genome-www5.stanford.edu/"	"http://genome-www5.stanford.edu/"	"http://genome-www5.stanford.edu/"	"http://genome-www5.stanford.edu/"	"http://genome-www5.stanford.edu/"	"http://genome-www5.stanford.edu/"	"http://genome-www5.stanford.edu/"	"http://genome-www5.stanford.edu/"
!Sample_supplementary_file	"NONE"	"NONE"	"NONE"	"NONE"	"NONE"	"NONE"	"NONE"	"NONE"
!Sample_data_row_count	"9216"	"9216"	"9216"	"9216"	"9216"	"9216"	"9216"	"9216"
!series_matrix_table_begin
"ID_REF"	"GSM74023"	"GSM74024"	"GSM74025"	"GSM74026"	"GSM74027"	"GSM74028"	"GSM74029"	"GSM74030"
1	-.233	.038	-.33	.226	-1.003	-.781	-.158	-1.546
2	.856	.767	.685	.719	.03	.336	.107	-.428
3	2.537	1.435	2.125	2.299	.509	.715	.238	.145
4	.103	.345	-.374	-.111	.114	.499	.184	.143
5	1.364	.681	1.469	1.668	.535	.733	-.291	-.628
6	.642	.884	1.107	1.024	-.441	-.16	-.877	-.931
7	-.582	-.837	-2.385	-2.538	-.946	-1.047	-1.781	-1.877
8	-.21	-.234	.093	.499	-1.256	null	-1.661	-1.826
9	.032	-.001	-.592	-.166	1.265	1.302	.244	.192
10	-2.192	-3.07	-.959	-.442	-.112	-.035	-1.415	1.283
11	-.88	-.675	-1.326	-.395	-.592	-.216	-.976	-.725
12	-1.633	-1.642	-3.462	-2.72	.756	1.383	.752	.84
13	-.96	-.945	-.021	.816	-1.794	-1.609	-2.153	-2.125
14	-.036	-.224	-.706	-.602	-.429	-.327	-1.292	-1.188
15	-.038	.251	-.013	.211	.062	-.01	-.957	-.841
16	.048	.139	-.512	.083	.273	.482	-.673	-.563
17	-1.001	-.583	-1.256	-.77	-.329	.52	-.653	-.591
18	.156	.335	-.259	.241	-.614	-.58	-1.577	-1.662
19	-.002	.132	-.058	.353	.023	.349	-.311	-.648
20	.053	.253	-.178	.356	.499	.634	-1.357	-1.134
21	.564	.647	.671	1.154	.193	.343	-.795	-.609
22	-.064	.098	-.438	.29	.338	-3.83	-.567	-.346
23	-1.081	-.817	-1.932	-2.207	-.912	-3.295	.221	.035
24	-.38	-1.799	-.785	-.619	-1.743	-1.876	.71	-.543
25	.816	1.172	1.392	1.46	2.062	2.362	1.683	1.304
26	1.333	1.577	1.556	1.691	2.118	2.367	1.667	1.302
27	-1.172	-1.081	-.248	-1.474	-.117	.109	.251	.519
28	-.121	-.178	.055	.08	-.61	-.678	-.852	-.776
29	-.002	.268	.815	.406	.21	.298	.136	-.127
30	1.627	1.972	2.03	1.655	1.498	1.005	.395	.453
31	null	null	null	-1.356	null	null	null	null
32	null	null	-.496	null	null	null	null	null
33	null	null	null	-4.189	null	null	null	null
34	-3.206	null	null	-2.163	null	null	null	null
35	null	null	null	null	-1.067	null	null	null
36	null	null	null	null	null	null	-5.144	null
37	null	null	null	null	null	null	null	null
38	null	null	null	null	null	null	null	null
39	-3.106	null	-.496	null	null	null	-3.715	null
40	null	null	null	null	null	null	null	null
41	null	-4.353	null	null	null	null	null	null
42	null	-5.279	.352	null	null	null	null	null
43	null	null	-1.133	null	null	null	-3.144	null
44	null	null	null	null	-1.816	null	null	null
45	null	null	null	null	null	null	null	null
46	null	null	null	null	null	null	-2.599	null
47	null	null	null	null	null	null	null	-3.346
48	null	null	null	null	null	null	-1.599	null
49	.942	1.132	1.32	1.131	1.896	2.14	1.839	1.331
50	.88	1.018	1.737	1.263	2.085	2.202	.978	1.211
51	-.899	-.554	-.785	-.934	-.229	.072	.477	.562
52	-.033	.38	-.116	-.51	-.854	-1.04	-.443	-.571
53	.144	.477	.467	-.003	.365	.761	.194	-.109
54	1.494	1.974	2.124	2.377	1.35	1.11	.401	.268
55	.845	.758	.78	.858	.482	.399	.716	.32
56	.098	.525	.102	-.372	-.549	-.821	-.357	-.406
57	-2.629	-2.564	-2.465	-2.179	.884	.783	.901	.976
58	-1.704	-1.459	-1.736	-2.48	.546	.255	.014	.297
59	.116	.419	.417	.796	.729	1.044	.607	.241
60	-1.018	-.916	-.988	-1.359	-.641	-.384	-.347	-.668
61	1.065	1.593	1.626	1.926	.029	.161	.537	.421
62	-2.002	-1.857	-2.518	-3.053	2.017	2.413	1.134	1.122
63	-.584	-.594	-.744	-.428	1.837	1.965	.785	.94
64	1.718	1.428	.821	.529	.148	.414	-.132	-.217
65	-2.99	-2.776	-4.065	-3.623	-1.457	-1.179	1.441	1.414
66	-1.756	-1.64	-2.535	-2.309	.233	.489	.028	-.038
67	1.265	1.277	1.578	1.489	-.458	-.554	-.289	-.243
68	-1.853	-1.505	-2.393	-2.193	1.046	1.291	.737	.879
69	-.113	-.346	-.695	-.024	.264	.336	.16	.361
70	.847	1.197	.959	1.183	1.989	2.21	.699	.702
71	1.141	.882	.706	.425	-.236	-.1	-.126	-.548
72	.742	.513	-.005	.513	.197	.007	.19	-.283
73	1.604	1.38	1.016	.727	-.559	-.324	-.125	-.457
74	1.073	1.199	.983	1.378	.661	1.057	.9	.365
75	.626	.657	1.057	.704	.629	1.159	.686	.392
76	-.232	.085	-.466	-.758	-1.091	-1.099	-.334	-.238
77	.804	.957	.976	.757	1.189	1.553	.811	.637
78	.101	.398	.323	.276	1.192	1.843	.224	.014
79	.814	.871	.049	-.115	.482	.995	.505	.353
80	-.955	-.452	-1.002	-.6	-1.507	-.939	-1.441	-1.413
81	-.563	-.305	-.252	-.12	1.081	1.404	-.047	.025
82	1.726	1.998	1.956	1.806	.592	.948	1.187	1.001
83	-.411	-.33	.076	-.426	-.625	-.317	-.053	-.132
84	-1.722	-1.729	-1.5	-1.846	-.601	-.211	.585	.132
85	.54	.693	.103	.237	.615	.892	.69	.589
86	1.002	.783	.713	.495	1.696	1.933	.394	.338
87	1.837	1.936	.988	.652	.729	.836	1.047	.723
88	.487	.686	.653	.198	.278	.611	-.098	-.021
89	.377	.416	.336	.163	.874	1.212	.255	.068
90	.634	.597	.312	.539	-.351	-.366	-.564	-.52
91	.916	1.065	.435	.627	-.105	.283	.187	-.218
92	.659	.658	.189	.076	.813	.952	.761	.747
93	-.679	-.697	-.557	-.542	-.312	-.484	.106	.009
94	1.45	1.451	.494	.603	.543	.638	.427	.302
95	-3.687	-3.602	-4.402	-3.506	-.27	-.707	-1.222	-1.13
96	-2.319	-2.123	-1.478	-1.637	2.062	2.501	-.692	-.846
97	-1.312	-1.026	-.224	-1.218	.462	1.005	.911	.781
98	.026	.122	.778	.752	.379	1.021	.742	.585
99	.476	1.104	1.118	.485	2.304	2.508	1.88	1.964
100	.804	.831	1.237	.982	.1	.384	.431	.316
101	-1.319	-1.071	-1.676	-1.582	2.624	2.868	-.919	-.975
102	.427	.145	.782	.023	1.147	1.372	-.077	.057
103	1.025	1.276	.779	1.157	1.682	2.382	1.571	1.286
104	.203	.597	.115	.212	-1.022	-.788	-.078	-.332
105	-.138	-.068	-.262	-.455	.178	.826	-.282	-.464
106	-1.094	-.884	-1.279	-1.365	.285	.886	.109	-.626
107	-.343	-.12	-.108	-.003	-.022	.371	.028	.122
108	.461	.751	.225	.724	.44	.991	-.1	.052
109	.039	.241	.265	-.183	1.139	1.256	1.056	1.005
110	-.035	.371	.105	-.017	2.194	2.545	1.661	1.627
111	-.956	-.662	-.412	-.95	-.564	-.045	.351	.244
112	-.644	-.504	-.502	-.938	2.251	2.148	-.579	-.194
113	-1.114	-1.02	-1.267	-.984	.364	.708	.622	.881
114	-.744	-.845	-.247	-.732	-1.013	-1.092	-.762	-.752
115	1.092	1.121	.989	.344	.351	.574	.803	.514
116	-1.61	-.797	-2.007	-1.332	-1.41	-1.311	-.405	-.278
117	.116	.645	.254	.398	-.666	-.627	.702	.426
118	-2.374	-.74	-2.863	-1.908	-1.321	-2.128	-.364	-.577
119	.901	.949	1.546	.426	.442	.411	.722	.724
120	.001	.395	-.08	.136	.663	.87	.218	.054
121	-.029	.08	-.272	-.374	1.333	1.64	.36	.025
122	.138	.049	-.345	-.747	-.709	-.153	.112	.057
123	-.842	-.905	-1.024	-.907	-.109	.099	-.75	-.668
124	.198	.324	-.387	-.821	-.606	-.07	-.257	-.358
125	-1.884	-1.491	-1.206	-.755	-.069	-.805	-.625	1.046
126	-.554	-.485	-1.718	-1.597	-1.052	-.38	.613	.226
127	-2.451	-2.055	-2.092	-2.437	-.619	.054	-.256	-.059
128	-3.621	-2.891	-3.307	-1.724	2.123	1.667	-1.974	-2.243
129	.231	.544	.497	.12	-1.02	.395	-.43	-.548
130	-2.12	-2.131	-1.841	-2.023	.168	.098	-1.663	-1.658
131	-1.511	-.889	-1.367	-1.673	-.634	-.62	-.143	-.255
132	.911	1.201	.764	.427	.128	.679	.85	.537
133	-1.513	-.976	-1.949	-2.093	-.684	-.46	-.541	-.35
134	-1.557	-.412	-1.586	-1.774	-1.259	-1.482	-1.72	-.889
135	-2.63	-2.809	-2.305	-1.926	-2.848	-2.395	-1.714	-1.65
136	-3.758	-3.201	-4.687	-2.723	-2.954	-2.438	-1.965	-2.51
137	-1.226	-.921	-1.711	-1.304	-1.698	-1.242	-.763	-.931
138	.499	.625	.426	.178	.215	.336	.943	.315
139	-.463	-.306	-.905	-1.525	.259	-.081	-.018	-.162
140	-2.306	-1.664	-3.718	-1.377	-2.264	-2.502	-2.645	-1.183
141	-1.24	-1.512	-1.983	-2.685	-2.576	-2.922	-2.318	-1.539
142	-2.073	-1.516	-4.545	-2.09	-2.425	-3.849	-3.508	-2.308
143	-2.364	-2.15	-2	-2.299	-2.141	-2.905	-1.336	-.303
144	-1.509	-1.3	-2.067	-1.406	-1.736	-2.939	-.876	-.665
145	1.433	1.873	1.874	2.058	.009	.87	1.261	.562
146	1.568	1.801	1.855	1.458	.997	1.718	1.557	1.094
147	.869	1.082	1.304	.96	.952	1.537	.955	.574
148	1.101	1.373	1.219	1.165	.327	.358	.432	.244
149	.853	1.364	1.085	.908	.748	1.374	.658	.335
150	1.421	1.671	1.986	2.162	.645	.867	.787	.401
151	1.015	1.227	1.379	1.475	-.442	-.079	.418	-.078
152	1.503	1.681	1.359	1.387	-.515	-.372	-.118	-.248
153	.98	1.146	.951	1.01	-.856	-.303	.159	-.275
154	-.717	-.593	-.331	-.381	-.97	-1.005	-.293	-.495
155	-1.399	-1.155	-1.73	-1.064	-1.671	-1.711	-1.133	-1.357
156	.294	.522	.683	.487	-.398	.121	-.001	-.041
157	1.581	1.699	1.849	1.795	-.391	-.087	.237	.073
158	-.149	.172	-.102	.041	-1.129	-.944	-1.322	-1.333
159	.962	1.363	1.282	.543	-.923	-.219	.033	-.089
160	1.133	1.276	1.524	1.554	-.584	-.056	.1	.071
161	2.273	2.455	2.316	2.031	-1.119	-1.021	.424	.252
162	.052	.098	-.021	-.681	-.353	-.576	.161	.15
163	.608	.771	.981	1.36	.239	.268	-.408	-.412
164	.281	.561	.954	.302	-.557	-1.264	-.367	-.188
165	1.172	1.414	.907	1.4	-.104	-.049	.529	.337
166	1.249	1.085	1.418	1.396	-.037	.008	-.18	-.266
167	.074	.758	.137	-.187	-1.805	-3.114	-.296	-.175
168	1.222	1.311	1.312	1.035	.127	.025	-.42	-.516
169	1.119	1.073	1.061	.898	1.576	1.806	.851	.529
170	-1.334	-1.287	-2.038	-1.661	1.771	1.866	.2	.235
171	-2.837	-2.365	-2.842	-4.769	1.819	2.459	-.93	-.275
172	.071	.051	-.098	-.54	-.616	-.021	-.285	-.292
173	-.98	-.836	-1.199	-.928	-.689	-.565	-.26	-.107
174	.085	-.044	-.416	.065	.112	.558	.445	.148
175	1.38	1.171	.914	.612	.721	1.134	.359	.061
176	.616	.103	-.083	-.533	-1.065	-.578	-.496	-.247
177	-.478	-.428	-1.01	-1.121	-.499	-.695	-.777	-.625
178	-2.339	-1.847	-2.072	-1.491	1.119	1.283	-1.763	-1.216
179	-1.451	-1.351	-1.397	-1.383	.718	1.171	.922	.876
180	-4.442	-4.07	-4.803	-3.947	-.507	.096	-1.638	-1.585
181	.138	.321	.417	.335	.026	.173	-.411	-.451
182	.799	.995	.406	.505	-.94	-.925	-.489	-.338
183	-2.277	-1.549	-2.758	-2.188	-1.079	-.434	-.127	.033
184	.4	.652	.664	.602	.411	.658	.977	.743
185	.251	.532	-.217	-.687	-.47	-.608	-.063	.048
186	-2.423	-2.458	-2.304	-2.866	-.246	-.379	-.185	-.089
187	-.656	-.422	-1.162	-.984	.968	1.3	.727	1.004
188	-3.301	-2.402	-3.01	-4.557	-1.575	-1.685	-1.316	-1.138
189	1.333	1.491	1.421	1.322	-.03	.147	.55	.362
190	1.167	1.201	1.442	1.475	.176	.192	.898	.764
191	-.087	.114	-.406	-.323	-.496	-.828	-.725	-.387
192	.458	.55	-.423	.127	-.955	-1.42	-1.453	-1.343
193	.972	.85	.994	1.314	1.057	1.282	1.003	.826
194	1.226	1.352	1.331	1.464	1.17	1.473	1.752	1.168
