13,11,10,9,9,8,8,7,6,5,7,8,10,13,11,12,13,14,14
14,12,11,10,10,8,8,8,8,8,10,11,13,15,13,13,13,15,15
14,12,11,10,10,9,9,9,7,7,9,10,12,15,13,13,14,15,15
14,12,11,10,10,8,8,8,8,8,10,11,12,15,13,13,13,14,14
13,11,10,9,9,8,8,7,8,8,10,11,12,14,12,12,12,12,13
12,10,9,8,8,7,7,6,6,6,7,9,9,11,10,11,11,12,12
13,11,10,9,9,8,8,8,8,8,10,11,12,15,13,13,13,15,15
13,11,10,9,9,8,8,8,7,7,8,9,11,13,11,12,12,13,13
12,10,9,8,8,7,7,7,7,7,9,10,12,14,12,12,12,13,13
16,14,14,12,12,11,11,11,11,11,14,13,16,17,16,17,19,20,19
16,14,13,11,11,10,9,9,9,9,12,13,15,17,16,16,16,17,17
12,10,9,8,8,7,7,7,7,7,9,10,12,14,12,12,12,14,14
14,12,11,10,10,9,9,9,9,9,12,12,14,16,14,14,14,15,15
13,11,10,9,9,8,8,8,7,7,9,10,12,15,13,13,13,15,15
11,9,8,7,7,6,6,5,5,5,6,7,9,11,9,10,10,11,12
15,13,12,11,11,10,9,9,9,9,12,13,14,16,14,14,15,17,17
15,13,12,11,11,10,9,9,9,10,12,13,15,17,16,16,16,17,17
15,13,11,10,10,9,8,8,7,7,9,11,13,15,13,14,14,14,15
12,10,9,8,8,7,7,6,6,6,7,8,10,12,10,11,11,13,13
18,15,14,12,12,11,11,11,11,12,14,14,17,19,17,18,19,19,18
14,12,11,10,10,9,9,9,8,8,10,11,13,15,13,13,13,14,14
13,11,10,9,9,8,8,8,7,7,9,11,13,15,13,13,13,14,14
14,12,11,10,10,9,9,9,8,8,10,11,13,15,13,13,14,15,15
13,11,10,9,9,7,7,6,6,6,7,8,10,13,11,12,12,13,13
14,12,11,10,10,8,8,7,7,7,9,10,12,14,12,12,13,14,14
15,13,12,11,11,9,9,9,8,8,11,12,14,16,14,14,14,15,15
11,9,8,7,7,6,6,5,5,5,6,7,9,11,9,10,10,11,12
14,12,11,10,10,9,9,8,6,6,9,10,12,15,13,13,13,13,14
13,11,10,9,9,8,8,8,7,7,8,9,11,13,11,12,12,14,14
